City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
196,kone,-21.0595,164.8658,294.89,79,100,2.27,NC,1683828369
197,dalandzadgad,43.5708,104.425,280.94,72,34,8.26,MN,1683828370
198,tanguieta,10.6212,1.2665,305.9,42,88,3.52,BJ,1683828370
199,nizhniy odes,63.6445,54.856,278.57,59,76,2.9,RU,1683828371
200,newman,37.3138,-121.0208,292.72,61,7,1.34,US,1683828371
201,uturoa,-16.7333,-151.4333,300.14,81,100,6.73,PF,1683828371
202,egilsstadir,65.2653,-14.3948,286.1,58,0,8.23,IS,1683828372
203,leninskoye,47.9353,132.6242,282.25,52,7,1.51,RU,1683828372
204,tillaberi,14.2117,1.4531,312.32,16,38,3.62,NE,1683828373
205,hassi messaoud,31.6804,6.0729,309.07,11,0,4.12,DZ,1683828373
206,praia da vitoria,38.7333,-27.0667,292.46,100,75,5.26,PT,1683828374
207,inhambane,-23.865,35.3833,296.14,83,20,0.0,MZ,1683828374
208,ghat,24.9647,10.1728,301.56,17,100,4.14,LY,1683828374
209,carnarvon,-24.8667,113.6333,295.25,55,0,5.66,AU,1683828375
210,mount isa,-20.7333,139.5,286.02,47,0,4.12,AU,1683828375
211,bengkulu,-3.8004,102.2655,298.8,85,75,2.07,ID,1683828375
212,toliara,-23.35,43.6667,296.05,84,97,1.79,MG,1683828376
213,mogocha,53.7333,119.7667,281.68,84,100,1.74,RU,1683828376
214,codrington,-38.2667,141.9667,283.84,79,100,2.8,AU,1683828376
215,ancud,-41.8697,-73.8203,286.78,91,100,3.75,CL,1683828201
216,abepura,-2.6333,140.5833,297.6,78,20,1.03,ID,1683828377
217,malkapur,20.8833,76.2,308.33,12,32,2.03,IN,1683828377
218,phan rang-thap cham,11.5667,108.9833,299.25,87,100,0.42,VN,1683828378
219,jaciara,-15.9653,-54.9683,303.21,46,87,2.0,BR,1683828378
220,burang,30.25,81.1667,272.04,35,24,0.89,CN,1683828379
221,kazanskoye,55.6448,69.235,281.0,65,62,5.08,RU,1683828379
222,fortuna foothills,32.6578,-114.4119,301.05,25,0,2.57,US,1683828152
223,geraldton,-28.7667,114.6,286.38,54,10,3.09,AU,1683828380
224,buala,-8.145,159.5921,300.51,84,100,3.97,SB,1683828381
225,onguday,50.75,86.15,283.73,77,94,1.42,RU,1683828381
226,nuuk,64.1835,-51.7216,276.49,93,75,5.14,GL,1683828382
227,afaahiti,-17.75,-149.2833,298.08,93,100,11.89,PF,1683828382
228,posse,-14.0931,-46.3694,305.05,28,87,1.5,BR,1683828122
229,melekeok village,7.4957,134.6367,297.46,100,75,0.0,PW,1683828385
230,ixtapa,20.7,-105.2,309.18,18,20,3.45,MX,1683828093
231,rocha,-34.4833,-54.3333,290.16,55,99,4.18,UY,1683828386
232,santiago de cao,-7.9589,-79.2392,298.22,73,87,4.63,PE,1683828388
233,fort bragg,35.139,-79.006,301.43,45,0,2.06,US,1683828218
234,pahrump,36.2083,-115.9839,297.73,22,0,0.89,US,1683828136
235,woodlake,37.4211,-77.6793,300.92,51,0,4.12,US,1683828389
236,la villa del rosario,10.3258,-72.3134,307.8,44,87,1.16,VE,1683828389
237,ocean city,39.2776,-74.5746,299.92,64,21,2.68,US,1683828390
238,bel ombre,-4.6167,55.4167,301.06,78,20,3.6,SC,1683828390
239,zhangye,38.9342,100.4517,287.5,27,49,2.3,CN,1683828391
240,chonchi,-42.6128,-73.8092,288.77,84,100,1.14,CL,1683828391
241,kingston,17.997,-76.7936,306.06,63,20,10.8,JM,1683828261
242,paulden,34.8856,-112.4682,295.97,27,0,2.68,US,1683828392
243,shibirghan,36.6676,65.7529,298.89,30,31,3.1,AF,1683828392
244,i-n-salah,27.1935,2.4607,308.75,10,4,4.35,DZ,1683828393
245,birao,10.2849,22.7882,304.8,41,100,1.34,CF,1683828393
246,pandan,14.0453,124.1694,299.73,84,51,3.65,PH,1683828393
247,kawalu,-7.3817,108.2082,296.22,94,100,1.42,ID,1683828394
248,arad,46.1833,21.3167,289.12,53,0,2.24,RO,1683828394
249,itoman,26.1247,127.6694,294.16,64,5,1.03,JP,1683828394
250,arteche,12.2645,125.4048,299.35,83,87,1.76,PH,1683828395
251,aasiaat,68.7098,-52.8699,270.52,74,100,0.96,GL,1683828395
252,talnakh,69.4865,88.3972,257.71,86,19,5.85,RU,1683828395
253,pawcatuck,41.3773,-71.8337,300.88,40,0,6.17,US,1683828396
254,ulanhot,46.0833,122.0833,288.18,61,100,3.21,CN,1683828396
255,thunder bay,48.4001,-89.3168,297.14,46,75,16.46,CA,1683828381
256,sisimiut,66.9395,-53.6735,271.87,82,100,6.99,GL,1683828401
